country,code country,Year,Maize yield
Morocco,MAR,2014,70.849.997
Mozambique,MOZ,2014,7.967
Myanmar,MMR,2014,36.964.998
Namibia,NAM,2014,15.999.999
Nepal,NPL,2014,2.4584
Net Food Importing Developing Countries (FAO),0,2014,2.1893
Netherlands,NLD,2014,137.418.995
New Caledonia,NCL,2014,56.542.997
New Zealand,NZL,2014,10.988.999
Nicaragua,NIC,2014,1.1522
Niger,NER,2014,17.601.999
Nigeria,NGA,2014,1.7002
North America,0,2014,9.003.595
North Korea,PRK,2014,44.172.997
North Macedonia,MKD,2014,4.4898
Northern Africa (FAO),0,2014,67.058.997
Northern America (FAO),0,2014,10.6811
Northern Europe (FAO),0,2014,6.457
Norway,NOR,2014,0
Oceania,0,2014,8.184.194
Oceania (FAO),0,2014,8.184.299
Oman,OMN,2014,67.771.997
Pakistan,PAK,2014,43.210.998
Palestine,PSE,2014,0
Panama,PAN,2014,25.595.999
Papua New Guinea,PNG,2014,5.5457
Paraguay,PRY,2014,4
Peru,PER,2014,3.1601
Philippines,PHL,2014,2.9756
Poland,POL,2014,6.5881
Polynesia,OWID_PYA,2014,0
Portugal,PRT,2014,8.333.099
Puerto Rico,PRI,2014,3.1911
Qatar,QAT,2014,12.528.999
Romania,ROU,2014,47.869.997
Russia,RUS,2014,43.592.997
Rwanda,RWA,2014,1.5316
Saint Kitts and Nevis,KNA,2014,0
Saint Vincent and the Grenadines,VCT,2014,24.485.699
Sao Tome and Principe,STP,2014,2.065
Saudi Arabia,SAU,2014,6.4132
Senegal,SEN,2014,1.2212
Serbia,SRB,2014,75.165.997
Sierra Leone,SLE,2014,6.034
Slovakia,SVK,2014,8.391.399
Slovenia,SVN,2014,9.1462
Small Island Developing States (FAO),0,2014,1.3261
Solomon Islands,SLB,2014,0
Somalia,SOM,2014,65.569.997
South Africa,ZAF,2014,5.3009
South America,0,2014,5.290.319
South America (FAO),0,2014,5.2903
South Korea,KOR,2014,5.1776
South Sudan,SSD,2014,964
South-eastern Asia (FAO),0,2014,4.2028
Southern Africa (FAO),0,2014,4.7727
Southern Asia (FAO),0,2014,2.928
Southern Europe (FAO),0,2014,8.9755
Spain,ESP,2014,11.4114
Sri Lanka,LKA,2014,3.5906
Sudan,SDN,2014,1.0619
Suriname,SUR,2014,2.4167
Sweden,SWE,2014,0
Switzerland,CHE,2014,10.7554
Syria,SYR,2014,27.245.998
Taiwan,TWN,2014,6.1396
Tajikistan,TJK,2014,132.809
Tanzania,TZA,2014,1.625
Thailand,THA,2014,4.2454
Togo,TGO,2014,1.1959
Trinidad and Tobago,TTO,2014,2.3311
Tunisia,TUN,2014,0
Turkey,TUR,2014,9.0748
Turkmenistan,TKM,2014,2.7988
Uganda,UGA,2014,2.5997
Ukraine,UKR,2014,6.1589
United Arab Emirates,ARE,2014,142.383.995
United Kingdom,GBR,2014,0
United States,USA,2014,10.732.395
Upper-middle-income countries,0,2014,5.297.108
Uruguay,URY,2014,4.3059
Uzbekistan,UZB,2014,11.5626
Vanuatu,VUT,2014,61.579.996
Venezuela,VEN,2014,3.8323
Vietnam,VNM,2014,4.414
Western Africa (FAO),0,2014,1.6651
Western Asia (FAO),0,2014,7.2064
Western Europe (FAO),0,2014,10.2611
World,OWID_WRL,2014,5.579
Yemen,YEM,2014,14.032.999
Zambia,ZMB,2014,2.7802
Zimbabwe,ZWE,2014,93.009.996
Afghanistan,AFG,2015,2.1457
Africa,0,2015,19.533.399
Africa (FAO),0,2015,1.9533
Albania,ALB,2015,69.596.996
Algeria,DZA,2015,39.241.998
Americas (FAO),0,2015,7.797
Angola,AGO,2015,1.1234
Antigua and Barbuda,ATG,2015,1.5796
Argentina,ARG,2015,7.309
Armenia,ARM,2015,68.820.996
Asia,0,2015,51.637.325
Asia (FAO),0,2015,5.1637
Australia,AUS,2015,8.300.099
Austria,AUT,2015,86.786.995
Azerbaijan,AZE,2015,5.97
Bahamas,BHS,2015,8.342.299
Bahrain,BHR,2015,0
Bangladesh,BGD,2015,6.9841
Barbados,BRB,2015,2.6956
Belarus,BLR,2015,4.3649
Belgium,BEL,2015,10.2283
Belize,BLZ,2015,2.8632
Benin,BEN,2015,1.2813
Bhutan,BTN,2015,3.6401
Bolivia,BOL,2015,2.3929
Bosnia and Herzegovina,BIH,2015,4.0782
Botswana,BWA,2015,2.552
Brazil,BRA,2015,5.5353
Brunei,BRN,2015,0
Bulgaria,BGR,2015,54.084.997
Burkina Faso,BFA,2015,17.919.999
Burundi,BDI,2015,1.3262
Cambodia,KHM,2015,3.1998
Cameroon,CMR,2015,1.7406
Canada,CAN,2015,10.2055
Cape Verde,CPV,2015,2.765
Caribbean (FAO),0,2015,1.3155
Central African Republic,CAF,2015,79.999.995
Central America (FAO),0,2015,3.159
Central Asia (FAO),0,2015,66.426.997
Chad,TCD,2015,11.460.999
Chile,CHL,2015,12.2904
China,CHN,2015,5.8929
China (FAO),0,2015,5.8929
Colombia,COL,2015,36.713.998
Comoros,COM,2015,1.8663
Congo,COG,2015,8.691
Costa Rica,CRI,2015,18.793.999
Cote d'Ivoire,CIV,2015,20.607.998
Croatia,HRV,2015,64.747.996
Cuba,CUB,2015,24.280.999
Cyprus,CYP,2015,0
Czechia,CZE,2015,5.5358
Democratic Republic of Congo,COD,2015,7.755
Denmark,DNK,2015,6.2
Djibouti,DJI,2015,20.075.998
Dominica,DMA,2015,1.604
Dominican Republic,DOM,2015,1.4503
East Timor,TLS,2015,23.969.998
Eastern Africa (FAO),0,2015,1.8096
Eastern Asia (FAO),0,2015,5.8705
Eastern Europe (FAO),0,2015,4.8629
Ecuador,ECU,2015,4.4669
Egypt,EGY,2015,7.3546
El Salvador,SLV,2015,2.511
Eritrea,ERI,2015,1
Estonia,EST,2015,0
Eswatini,SWZ,2015,1.2608
Ethiopia,ETH,2015,2.7765
Europe,0,2015,58.310.914
Europe (FAO),0,2015,5.8311
European Union (27),0,2015,64.218.144
European Union (27) (FAO),0,2015,64.217.997
Faroe Islands,FRO,2015,0
Fiji,FJI,2015,3
Finland,FIN,2015,0
France,FRA,2015,8.3784
French Polynesia,PYF,2015,0
Gabon,GAB,2015,1.5653
Gambia,GMB,2015,87.799.996
Georgia,GEO,2015,17.107.999
Germany,DEU,2015,8.7223
Ghana,GHA,2015,19.217.999
Greece,GRC,2015,11.670.199
Grenada,GRD,2015,1.2021
Guatemala,GTM,2015,2.1148
Guinea,GIN,2015,12.502.999
Guinea-Bissau,GNB,2015,85.709.995
Guyana,GUY,2015,1.3689
Haiti,HTI,2015,79.749.995
High-income countries,0,2015,9.706.304
Honduras,HND,2015,1.7823
Hong Kong,HKG,2015,0
Hungary,HUN,2015,5.7871
Iceland,ISL,2015,0
India,IND,2015,2.6107
Indonesia,IDN,2015,5.1784
Iran,IRN,2015,7.033
Iraq,IRQ,2015,31.843.998
Ireland,IRL,2015,0
Israel,ISR,2015,206.953
Italy,ITA,2015,9.7254
Jamaica,JAM,2015,1.1366
Japan,JPN,2015,26.248.999
Jordan,JOR,2015,0
Kazakhstan,KAZ,2015,5.3297
Kenya,KEN,2015,1.823
Kuwait,KWT,2015,8.4676
Kyrgyzstan,KGZ,2015,62.721.996
Land Locked Developing Countries (FAO),0,2015,2.5184
Laos,LAO,2015,59.688.997
Latvia,LVA,2015,0
Least Developed Countries (FAO),0,2015,1.829
Lebanon,LBN,2015,3.5688
Lesotho,LSO,2015,65.709.996
Liberia,LBR,2015,0
Libya,LBY,2015,22.886.999
Lithuania,LTU,2015,4.8205
Low Income Food Deficit Countries (FAO),0,2015,17.100.999
Low-income countries,0,2015,17.958.084
Lower-middle-income countries,0,2015,27.511.606
Luxembourg,LUX,2015,65.815.997
Madagascar,MDG,2015,17.141.999
Malawi,MWI,2015,1.6563
Malaysia,MYS,2015,62.272.997
Maldives,MDV,2015,3.8713
Mali,MLI,2015,25.298.998
Malta,MLT,2015,0
Mauritania,MRT,2015,4.551
Mauritius,MUS,2015,6.3521
Melanesia,OWID_MNS,2015,4.3136
Mexico,MEX,2015,3.4782
Micronesia (FAO),0,2015,14.370.999
Micronesia (country),FSM,2015,14.370.999
Middle Africa (FAO),0,2015,1.0903
Moldova,MDA,2015,2.2047
Mongolia,MNG,2015,0
Montenegro,MNE,2015,4.2925
Morocco,MAR,2015,75.439.996
Mozambique,MOZ,2015,80.359.995
Myanmar,MMR,2015,3.7215
Namibia,NAM,2015,1.851
Nepal,NPL,2015,2.4312
Net Food Importing Developing Countries (FAO),0,2015,2.1652
Netherlands,NLD,2015,10.825.299
New Caledonia,NCL,2015,7.974
New Zealand,NZL,2015,11.4409
Nicaragua,NIC,2015,1.0799
Niger,NER,2015,12.228.999
Nigeria,NGA,2015,1.7188
North America,0,2015,8.923.305
North Korea,PRK,2015,4.0868
North Macedonia,MKD,2015,42.142.997
Northern Africa (FAO),0,2015,6.4767
Northern America (FAO),0,2015,10.557.899
Northern Europe (FAO),0,2015,5.401
Norway,NOR,2015,0
Oceania,0,2015,87.975.645
Oceania (FAO),0,2015,8.7976
Oman,OMN,2015,11.959
Pakistan,PAK,2015,4.4248
Palestine,PSE,2015,0
Panama,PAN,2015,1.5564
Papua New Guinea,PNG,2015,55.236.998
Paraguay,PRY,2015,5.2483
Peru,PER,2015,3.3988
Philippines,PHL,2015,2.9348
Poland,POL,2015,47.086.997
Polynesia,OWID_PYA,2015,0
Portugal,PRT,2015,8.452
Puerto Rico,PRI,2015,3.2531
Qatar,QAT,2015,12.4964
Romania,ROU,2015,34.715.998
Russia,RUS,2015,4.9337
Rwanda,RWA,2015,1.5313
Saint Vincent and the Grenadines,VCT,2015,242.188
Sao Tome and Principe,STP,2015,2.0332
Saudi Arabia,SAU,2015,63.999.996
Senegal,SEN,2015,15.252.999
Serbia,SRB,2015,5.3996
Sierra Leone,SLE,2015,6.141
Slovakia,SVK,2015,4.854
Slovenia,SVN,2015,8.9742
Small Island Developing States (FAO),0,2015,1.4397
Solomon Islands,SLB,2015,0
Somalia,SOM,2015,61.109.996
South Africa,ZAF,2015,3.4871
South America,0,2015,57.058.625
South America (FAO),0,2015,57.058.997
South Korea,KOR,2015,50.952.997
South Sudan,SSD,2015,9.073
South-eastern Asia (FAO),0,2015,4.2911
Southern Africa (FAO),0,2015,3.326
Southern Asia (FAO),0,2015,2.957
Southern Europe (FAO),0,2015,77.592.998
Spain,ESP,2015,114.609.995
Sri Lanka,LKA,2015,3.5547
Sudan,SDN,2015,1.2422
Suriname,SUR,2015,2.3429
Sweden,SWE,2015,0
Switzerland,CHE,2015,89.939.995
Syria,SYR,2015,2.6539
Taiwan,TWN,2015,5.9574
Tajikistan,TJK,2015,10.5815
Tanzania,TZA,2015,15.583.999
Thailand,THA,2015,4.1789
Togo,TGO,2015,1.3895
Trinidad and Tobago,TTO,2015,2.243
Tunisia,TUN,2015,0
Turkey,TUR,2015,9.3271
Turkmenistan,TKM,2015,34.338.999
Uganda,UGA,2015,2.5
Ukraine,UKR,2015,57.125.998
United Arab Emirates,ARE,2015,35.291.298
United Kingdom,GBR,2015,0
United States,USA,2015,10.569.212
Upper-middle-income countries,0,2015,54.285.145
Uruguay,URY,2015,5.7711
Uzbekistan,UZB,2015,11.7842
Vanuatu,VUT,2015,6.008
Venezuela,VEN,2015,31.255.999
Vietnam,VNM,2015,4.5394
Western Africa (FAO),0,2015,1.7224
Western Asia (FAO),0,2015,7.4742
Western Europe (FAO),0,2015,8.529.099
World,OWID_WRL,2015,5.5158
Yemen,YEM,2015,1.1402
Zambia,ZMB,2015,3.031
Zimbabwe,ZWE,2015,5.803
Afghanistan,AFG,2016,20.516.999
Africa,0,2016,18.937.759
Africa (FAO),0,2016,18.937.999
Albania,ALB,2016,6.4877
Algeria,DZA,2016,4.5122
Americas (FAO),0,2016,8.2247
Angola,AGO,2016,97.849.995
Antigua and Barbuda,ATG,2016,1.8432
Argentina,ARG,2016,7.4427
Armenia,ARM,2016,63.908.997
Asia,0,2016,525.054
Asia (FAO),0,2016,52.504.997
Australia,AUS,2016,7.508
Austria,AUT,2016,11.1629
Azerbaijan,AZE,2016,6.2485
Bahamas,BHS,2016,7.7095
Bahrain,BHR,2016,0
Bangladesh,BGD,2016,7.3008
Barbados,BRB,2016,2.7558
Belarus,BLR,2016,59.618.998
Belgium,BEL,2016,9.2268
Belize,BLZ,2016,2.9768
Benin,BEN,2016,1.3762
Bhutan,BTN,2016,35.793.998
Bolivia,BOL,2016,24.970.999
Bosnia and Herzegovina,BIH,2016,6.1466
Botswana,BWA,2016,2.503
Brazil,BRA,2016,42.876.997
Brunei,BRN,2016,0
Bulgaria,BGR,2016,54.702.997
Burkina Faso,BFA,2016,1.7577
Burundi,BDI,2016,1.4835
Cambodia,KHM,2016,48.118.997
Cameroon,CMR,2016,19.799.999
Canada,CAN,2016,9.826
Cape Verde,CPV,2016,17.799.999
Caribbean (FAO),0,2016,13.622.999
Central African Republic,CAF,2016,79.999.995
Central America (FAO),0,2016,3.3813
Central Asia (FAO),0,2016,7.1615
Chad,TCD,2016,12.725.999
Chile,CHL,2016,11.544
China,CHN,2016,59.670.997
China (FAO),0,2016,5.9667
Colombia,COL,2016,3.0737
Comoros,COM,2016,1.8484
Congo,COG,2016,8.969
Costa Rica,CRI,2016,19.433.999
Cote d'Ivoire,CIV,2016,2.0486
Croatia,HRV,2016,8.547
Cuba,CUB,2016,2.3734
Cyprus,CYP,2016,0
Czechia,CZE,2016,9.788.199
Democratic Republic of Congo,COD,2016,77.269.995
Denmark,DNK,2016,7.6842
Djibouti,DJI,2016,19.981.999
Dominica,DMA,2016,1.5977
Dominican Republic,DOM,2016,16.468.999
East Timor,TLS,2016,2.3146
Eastern Africa (FAO),0,2016,17.299.999
Eastern Asia (FAO),0,2016,5.9428
Eastern Europe (FAO),0,2016,59.361.997
Ecuador,ECU,2016,3.5646
Egypt,EGY,2016,7.6071
El Salvador,SLV,2016,3.0425
Eritrea,ERI,2016,1
Estonia,EST,2016,0
Eswatini,SWZ,2016,1.2248
Ethiopia,ETH,2016,2.9468
Europe,0,2016,67.433.085
Europe (FAO),0,2016,6.7433
European Union (27),0,2016,73.855.515
European Union (27) (FAO),0,2016,73.855.996
Faroe Islands,FRO,2016,0
Fiji,FJI,2016,3
Finland,FIN,2016,0
France,FRA,2016,8.205.999
French Polynesia,PYF,2016,0
Gabon,GAB,2016,1.5629
Gambia,GMB,2016,7.209
Georgia,GEO,2016,2.6204
Germany,DEU,2016,9.651.199
Ghana,GHA,2016,19.499.999
Greece,GRC,2016,11.3337
Grenada,GRD,2016,99.829.996
Guatemala,GTM,2016,2.1522
Guinea,GIN,2016,12.264.999
Guinea-Bissau,GNB,2016,85.709.995
Guyana,GUY,2016,1.3658
Haiti,HTI,2016,7.917
High-income countries,0,2016,10.877.202
Honduras,HND,2016,1.8571
Hong Kong,HKG,2016,0
Hungary,HUN,2016,8.6301
Iceland,ISL,2016,0
India,IND,2016,2.5972
Indonesia,IDN,2016,5.3052
Iran,IRN,2016,7.3838
Iraq,IRQ,2016,3.889
Ireland,IRL,2016,0
Israel,ISR,2016,22.998.299
Italy,ITA,2016,10.3515
Jamaica,JAM,2016,1.0853
Japan,JPN,2016,26.866.999
Jordan,JOR,2016,0
Kazakhstan,KAZ,2016,56.422.997
Kenya,KEN,2016,14.283.999
Kuwait,KWT,2016,6.5533
Kyrgyzstan,KGZ,2016,63.778.996
Land Locked Developing Countries (FAO),0,2016,2.537
Laos,LAO,2016,5.9958
Latvia,LVA,2016,0
Least Developed Countries (FAO),0,2016,1.8167
Lebanon,LBN,2016,4.0727
Lesotho,LSO,2016,468
Liberia,LBR,2016,0
Libya,LBY,2016,2.1322
Lithuania,LTU,2016,69.396.996
Low Income Food Deficit Countries (FAO),0,2016,1.6922
Low-income countries,0,2016,17.920.711
Lower-middle-income countries,0,2016,28.094.878
Luxembourg,LUX,2016,6.697
Madagascar,MDG,2016,17.308.999
Malawi,MWI,2016,14.153.999
Malaysia,MYS,2016,6.4596
Maldives,MDV,2016,4.4116
Mali,MLI,2016,27.254.999
Malta,MLT,2016,0
Mauritania,MRT,2016,4.552
Mauritius,MUS,2016,6.8033
Melanesia,OWID_MNS,2016,44.323.997
Mexico,MEX,2016,3.718
Micronesia (FAO),0,2016,14.412.999
Micronesia (country),FSM,2016,14.412.999
Middle Africa (FAO),0,2016,1.0763
Moldova,MDA,2016,29.880.998
Mongolia,MNG,2016,0
Montenegro,MNE,2016,42.188.997
Morocco,MAR,2016,92.749.995
Mozambique,MOZ,2016,7.323
Myanmar,MMR,2016,3.7505
Namibia,NAM,2016,19.512.999
Nepal,NPL,2016,2.5029
Net Food Importing Developing Countries (FAO),0,2016,2.1366
Netherlands,NLD,2016,10.0476
New Caledonia,NCL,2016,8.4085
New Zealand,NZL,2016,11.6893
Nicaragua,NIC,2016,1.1665
Niger,NER,2016,1.2177
Nigeria,NGA,2016,1.7837
North America,0,2016,9.855.176
North Korea,PRK,2016,4.0319
North Macedonia,MKD,2016,4.6266
Northern Africa (FAO),0,2016,6.6419
Northern America (FAO),0,2016,11.6691
Northern Europe (FAO),0,2016,7.1738
Norway,NOR,2016,0
Oceania,0,2016,8.281.976
Oceania (FAO),0,2016,8.281.899
Oman,OMN,2016,6.8083
Pakistan,PAK,2016,4.5491
Palestine,PSE,2016,0
Panama,PAN,2016,21.678.998
Papua New Guinea,PNG,2016,53.009.996
Paraguay,PRY,2016,53.669.996
Peru,PER,2016,34.843.998
Philippines,PHL,2016,29.055.998
Poland,POL,2016,7.3173
Polynesia,OWID_PYA,2016,0
Portugal,PRT,2016,8.0194
Puerto Rico,PRI,2016,3.7442
Qatar,QAT,2016,12.5011
Romania,ROU,2016,4.1677
Russia,RUS,2016,55.028.996
Rwanda,RWA,2016,1.5748
Saint Vincent and the Grenadines,VCT,2016,24.742.899
Sao Tome and Principe,STP,2016,2.0125
Saudi Arabia,SAU,2016,63.999.996
Senegal,SEN,2016,18.247.999
Serbia,SRB,2016,7.303
Sierra Leone,SLE,2016,33.319.998
Slovakia,SVK,2016,9.253.699
Slovenia,SVN,2016,9.5144
Small Island Developing States (FAO),0,2016,1.4483
Solomon Islands,SLB,2016,0
Somalia,SOM,2016,55.509.996
South Africa,ZAF,2016,3.712
South America,0,2016,4.991.777
South America (FAO),0,2016,4.9918
South Korea,KOR,2016,4.8529
South Sudan,SSD,2016,87.909.997
South-eastern Asia (FAO),0,2016,4.4542
Southern Africa (FAO),0,2016,3.5224
Southern Asia (FAO),0,2016,30.163.999
Southern Europe (FAO),0,2016,8.7543
Spain,ESP,2016,11.327
Sri Lanka,LKA,2016,36.072.998
Sudan,SDN,2016,1.3843
Suriname,SUR,2016,2.4722
Sweden,SWE,2016,0
Switzerland,CHE,2016,10.1938
Syria,SYR,2016,4.4905
Taiwan,TWN,2016,54.298.997
Tajikistan,TJK,2016,123.633.995
Tanzania,TZA,2016,1.5856
Thailand,THA,2016,43.789.997
Togo,TGO,2016,1.2235
Trinidad and Tobago,TTO,2016,2.1176
Tunisia,TUN,2016,0
Turkey,TUR,2016,9.4182
Turkmenistan,TKM,2016,37.247.999
Uganda,UGA,2016,2.5546
Ukraine,UKR,2016,6.6024
United Arab Emirates,ARE,2016,333.965
United Kingdom,GBR,2016,0
United States,USA,2016,10.958.341
Upper-middle-income countries,0,2016,53.669.224
Uruguay,URY,2016,5.8675
Uzbekistan,UZB,2016,12.3607
Vanuatu,VUT,2016,60.179.996
Venezuela,VEN,2016,33.723.998
Vietnam,VNM,2016,4.5529
Western Africa (FAO),0,2016,1.7752
Western Asia (FAO),0,2016,7.8515
Western Europe (FAO),0,2016,8.8052
World,OWID_WRL,2016,5.7883
Yemen,YEM,2016,1.0961
Zambia,ZMB,2016,2.4816
Zimbabwe,ZWE,2016,4.405
Afghanistan,AFG,2017,1.2957
Africa,0,2017,21.775.494
Africa (FAO),0,2017,2.1775
Albania,ALB,2017,6.5632
Algeria,DZA,2017,1.3007
Americas (FAO),0,2017,8.0627
Angola,AGO,2017,8.935
Antigua and Barbuda,ATG,2017,2.0307
Argentina,ARG,2017,75.758.996
Armenia,ARM,2017,4.9002
Asia,0,2017,53.054.557
Asia (FAO),0,2017,5.3055
Australia,AUS,2017,6.4363
Austria,AUT,2017,9.910.399
Azerbaijan,AZE,2017,6.6077
Bahamas,BHS,2017,78.206.997
Bahrain,BHR,2017,0
Bangladesh,BGD,2017,7.7598
Barbados,BRB,2017,2.8156
Belarus,BLR,2017,5.3244
Belgium,BEL,2017,12.4206
Belize,BLZ,2017,4.5586
Benin,BEN,2017,1.3215
Bhutan,BTN,2017,35.175.998
Bolivia,BOL,2017,2.2473
Bosnia and Herzegovina,BIH,2017,3.6527
Botswana,BWA,2017,2.403
Brazil,BRA,2017,5.6183
Brunei,BRN,2017,0
Bulgaria,BGR,2017,64.361.997
Burkina Faso,BFA,2017,1.6034
Burundi,BDI,2017,12.976.999
Cambodia,KHM,2017,5.4275
Cameroon,CMR,2017,18.399.999
Canada,CAN,2017,10.0238
Cape Verde,CPV,2017,1
Caribbean (FAO),0,2017,13.731.999
Central African Republic,CAF,2017,79.999.995
Central America (FAO),0,2017,34.373.999
Central Asia (FAO),0,2017,6.9662
Chad,TCD,2017,1.1814
Chile,CHL,2017,11.2244
China,CHN,2017,6.1103
China (FAO),0,2017,6.1103
Colombia,COL,2017,3.5005
Comoros,COM,2017,18.305.999
Congo,COG,2017,9.307
Costa Rica,CRI,2017,15.138.999
Cote d'Ivoire,CIV,2017,2.0763
Croatia,HRV,2017,6.3113
Cuba,CUB,2017,23.690.999
Cyprus,CYP,2017,0
Czechia,CZE,2017,68.388.996
Democratic Republic of Congo,COD,2017,7.719
Denmark,DNK,2017,76.274.996
Djibouti,DJI,2017,19.986.999
Dominica,DMA,2017,1.6017
Dominican Republic,DOM,2017,17.114.999
East Timor,TLS,2017,21.692.998
Eastern Africa (FAO),0,2017,2.0104
Eastern Asia (FAO),0,2017,6.0885
Eastern Europe (FAO),0,2017,5.608
Ecuador,ECU,2017,4.2023
Egypt,EGY,2017,77.894.998
El Salvador,SLV,2017,31.866.999
Eritrea,ERI,2017,1
Estonia,EST,2017,0
Eswatini,SWZ,2017,12.386.999
Ethiopia,ETH,2017,3.3119
Europe,0,2017,63.915.772
Europe (FAO),0,2017,63.915.997
European Union (27),0,2017,7.893.282
European Union (27) (FAO),0,2017,78.932.996
Faroe Islands,FRO,2017,0
Fiji,FJI,2017,3
Finland,FIN,2017,0
France,FRA,2017,10.123.899
French Polynesia,PYF,2017,0
Gabon,GAB,2017,1.5622
Gambia,GMB,2017,8.857
Georgia,GEO,2017,1.813
Germany,DEU,2017,10.526.899
Ghana,GHA,2017,2.0112
Greece,GRC,2017,11.598.499
Grenada,GRD,2017,99.719.995
Guatemala,GTM,2017,2.154
Guinea,GIN,2017,1.35
Guinea-Bissau,GNB,2017,1
Guyana,GUY,2017,1.3647
Haiti,HTI,2017,7.858
High-income countries,0,2017,1.044.994
Honduras,HND,2017,1.8323
Hong Kong,HKG,2017,0
Hungary,HUN,2017,68.153.996
Iceland,ISL,2017,0
India,IND,2017,26.885.998
Indonesia,IDN,2017,5.2274
Iran,IRN,2017,6.6924
Iraq,IRQ,2017,3.5625
Ireland,IRL,2017,0
Israel,ISR,2017,25.759.699
Italy,ITA,2017,9.3667
Jamaica,JAM,2017,1.1625
Japan,JPN,2017,2.6927
Jordan,JOR,2017,0
Kazakhstan,KAZ,2017,5.7412
Kenya,KEN,2017,1.5272
Kuwait,KWT,2017,72.142.997
Kyrgyzstan,KGZ,2017,6.4452
Land Locked Developing Countries (FAO),0,2017,2.7391
Laos,LAO,2017,57.556.996
Latvia,LVA,2017,0
Least Developed Countries (FAO),0,2017,1.9476
Lebanon,LBN,2017,45.120.997
Lesotho,LSO,2017,1.0409
Liberia,LBR,2017,0
Libya,LBY,2017,21.808.999
Lithuania,LTU,2017,5.7381
Low Income Food Deficit Countries (FAO),0,2017,1.8578
Low-income countries,0,2017,19.609.867
Lower-middle-income countries,0,2017,27.571.492
Luxembourg,LUX,2017,8.597.199
Madagascar,MDG,2017,1.7406
Malawi,MWI,2017,20.077.999
Malaysia,MYS,2017,6.9255
Maldives,MDV,2017,4.0855
Mali,MLI,2017,2.9182
Malta,MLT,2017,0
Mauritania,MRT,2017,1
Mauritius,MUS,2017,7.4915
Melanesia,OWID_MNS,2017,4.6926
Mexico,MEX,2017,3.7888
Micronesia (FAO),0,2017,1.4559
Micronesia (country),FSM,2017,1.4559
Middle Africa (FAO),0,2017,1.0157
Moldova,MDA,2017,36.959.999
Mongolia,MNG,2017,0
Montenegro,MNE,2017,4.2201
Morocco,MAR,2017,93.619.996
Mozambique,MOZ,2017,0.74
Myanmar,MMR,2017,38.137.999
Namibia,NAM,2017,2.3542
Nepal,NPL,2017,2.5549
Net Food Importing Developing Countries (FAO),0,2017,22.477.999
Netherlands,NLD,2017,134.599
New Caledonia,NCL,2017,9.1998
New Zealand,NZL,2017,10.057
Nicaragua,NIC,2017,1.2795
Niger,NER,2017,1.4257
Nigeria,NGA,2017,16.640.999
North America,0,2017,9.356.636
North Korea,PRK,2017,4.3114
North Macedonia,MKD,2017,3.8437
Northern Africa (FAO),0,2017,6.9852
Northern America (FAO),0,2017,11.040.999
Northern Europe (FAO),0,2017,63.792.996
Norway,NOR,2017,0
Oceania,0,2017,7.032.984
Oceania (FAO),0,2017,7.033
Oman,OMN,2017,69.294.996
Pakistan,PAK,2017,47.181.997
Palestine,PSE,2017,0
Panama,PAN,2017,2.1821
Papua New Guinea,PNG,2017,5.6218
Paraguay,PRY,2017,54.849.997
Peru,PER,2017,34.125.998
Philippines,PHL,2017,3.1007
Poland,POL,2017,7.1545
Polynesia,OWID_PYA,2017,0
Portugal,PRT,2017,8.6121
Puerto Rico,PRI,2017,4.0324
Qatar,QAT,2017,126.470.995
Romania,ROU,2017,5.961
Russia,RUS,2017,4.8875
Rwanda,RWA,2017,1.3793
Saint Vincent and the Grenadines,VCT,2017,28.224.998
Sao Tome and Principe,STP,2017,2.2023
Saudi Arabia,SAU,2017,63.999.996
Senegal,SEN,2017,1.7714
Serbia,SRB,2017,4.1991
Sierra Leone,SLE,2017,2.133
Slovakia,SVK,2017,5.6769
Slovenia,SVN,2017,71.082.997
Small Island Developing States (FAO),0,2017,1.4856
Solomon Islands,SLB,2017,0
Somalia,SOM,2017,0.77
South Africa,ZAF,2017,5.8596
South America,0,2017,5.929.682
South America (FAO),0,2017,5.9297
South Korea,KOR,2017,48.153.996
South Sudan,SSD,2017,88.519.996
South-eastern Asia (FAO),0,2017,4.5705
Southern Africa (FAO),0,2017,5.4049
Southern Asia (FAO),0,2017,3.0649
Southern Europe (FAO),0,2017,69.077.997
Spain,ESP,2017,11.316.899
Sri Lanka,LKA,2017,37.252.998
Sudan,SDN,2017,1.3339
Suriname,SUR,2017,2.3889
Sweden,SWE,2017,0
Switzerland,CHE,2017,10.693.399
Syria,SYR,2017,3.3641
Taiwan,TWN,2017,60.997.996
Tajikistan,TJK,2017,130.776
Tanzania,TZA,2017,1.7499
Thailand,THA,2017,45.980.997
Togo,TGO,2017,12.307.999
Trinidad and Tobago,TTO,2017,19.641.999
Tunisia,TUN,2017,0
Turkey,TUR,2017,9.251.599
Turkmenistan,TKM,2017,35.700.998
Uganda,UGA,2017,2.6002
Ukraine,UKR,2017,5.5056
United Arab Emirates,ARE,2017,308.018
United Kingdom,GBR,2017,0
United States,USA,2017,11.083.865
Upper-middle-income countries,0,2017,5.688.713
Uruguay,URY,2017,71.363.997
Uzbekistan,UZB,2017,10.4078
Vanuatu,VUT,2017,60.679.996
Venezuela,VEN,2017,30.997.999
Vietnam,VNM,2017,46.482.997
Western Africa (FAO),0,2017,1.7498
Western Asia (FAO),0,2017,76.809.998
